nombre,gastos,cargo,region,territorio,partido,votos,ingresos,coalicion
ANDRES ALFONSO LEAL ALVARADO ,171360,DIPUTADO,6,RANCAGUA,PARTIDO HUMANISTA,0,171360,Frente Amplio
GUIDO MIRANDA ROJAS,2370971,DIPUTADO,6,RANCAGUA,UNION PATRIOTICA,0,2370971,Partido Unión Patriótica (sin coalición)
LESLIE DIAZ SILVA,1520508,DIPUTADO,6,RANCAGUA,UNION PATRIOTICA,0,1520508,Partido Unión Patriótica (sin coalición)
MARIANA CONCHA MUNOZ,803508,DIPUTADO,6,RANCAGUA,UNION PATRIOTICA,0,803508,Partido Unión Patriótica (sin coalición)
PABLO CAROCA VASQUEZ,1831971,DIPUTADO,6,RANCAGUA,UNION PATRIOTICA,0,1831971,Partido Unión Patriótica (sin coalición)
MARIA MARGARITA CRESPO URETA,1296506,DIPUTADO,6,RANCAGUA,REVOLUCION DEMOCRATICA,0,1296506,Frente Amplio
KARIN RODRIGO BELMAR GUZMAN,504741,DIPUTADO,6,RANCAGUA,REVOLUCION DEMOCRATICA,0,504741,Frente Amplio
ALFREDO VALENZUELA BRICENO,740329,DIPUTADO,6,RANCAGUA,FEDERACION REGIONALISTA VERDE SOCIAL,0,740329,Yo Marco por el Cambio
GRACIELA FILOMENA ISLA PEREZ,5221199,DIPUTADO,6,RANCAGUA,INDEPENDIENTE,0,5221199,Independiente
PAULINA ORELLANA AUIL,7811835,DIPUTADO,6,RANCAGUA,INDEPENDIENTE,0,7811835,Independiente
JUAN CARLOS OLMOS CASTRO,3660498,DIPUTADO,6,RANCAGUA,INDEPENDIENTE,0,3660498,Independiente
CATHERINE FIELDHOUSE ALARCON,10518049,DIPUTADO,6,RANCAGUA,INDEPENDIENTE,0,10518049,Independiente
CAROL HOLE BELL,1450098,DIPUTADO,6,RANCAGUA,INDEPENDIENTE,0,1450098,Independiente
CRISTIAN ALFREDO ROJAS DONOSO,1281994,DIPUTADO,6,RANCAGUA,INDEPENDIENTE,0,1281994,Independiente
IVONNE MANGELSDORFF GALEB,15776598,DIPUTADO,6,MACHALI,RENOVACION NACIONAL,0,15776598,Chile Vamos
ANDRES LORCA SAAVEDRA,15530408,DIPUTADO,6,MACHALI,PARTIDO DEMOCRATA CRISTIANO,0,15530408,Nueva Mayoría
PAMELA MEDINA SCHULZ,87490088,DIPUTADO,6,MACHALI,INDEPENDIENTE,0,87490088,Independiente
DIEGO SCHALPER SEPULVEDA,136599999,DIPUTADO,6,MACHALI,INDEPENDIENTE,0,136599999,Independiente
FILOMENA URBINA CAMPOS,3317641,DIPUTADO,6,GRANEROS,PARTIDO PROGRESISTA,0,3314641,Yo Marco por el Cambio
ANDRES ESTEBAN MORENO BILBAO,5343411,DIPUTADO,6,MOSTAZAL,INDEPENDIENTE,0,5343411,Independiente
EMMANUEL LARA ACEVEDO,2263971,DIPUTADO,6,COLTAUCO,UNION PATRIOTICA,0,2263971,Partido Unión Patriótica (sin coalición)
ISSA KORT GARRIGA,83775179,DIPUTADO,6,PEUMO,UNION DEMOCRATA INDEPENDIENTE,0,83775179,Chile Vamos
JOSE GREGORIO ARGOMEDO SERRE,2462150,DIPUTADO,6,LAS CABRAS,PARTIDO PROGRESISTA,0,2462150,Yo Marco por el Cambio
VIRGINIA TRONCOSO HELLMAN,19286710,DIPUTADO,6,SAN VICENTE,UNION DEMOCRATA INDEPENDIENTE,0,19286710,Chile Vamos
RUBEN EDUARDO ANDINO MALDONADO,7808680,DIPUTADO,6,SAN VICENTE,PARTIDO HUMANISTA,0,7808680,Frente Amplio
VICTOR HUGO CAMILLA REYES,828236,DIPUTADO,6,SAN VICENTE,PARTIDO PROGRESISTA,0,828236,Yo Marco por el Cambio
NILZA MARCELA ROJAS ESCHMANN,1366378,DIPUTADO,6,SAN VICENTE,PARTIDO PROGRESISTA,0,1366378,Yo Marco por el Cambio
RAUL SOTO MARDONES,53788834,DIPUTADO,6,RENGO,PARTIDO DEMOCRATA CRISTIANO,0,53788834,Nueva Mayoría
FELIPE LETELIER NORAMBUENA,46074328,DIPUTADO,6,RENGO,PARTIDO POR LA DEMOCRACIA,0,46074328,Nueva Mayoría
ALEJANDRO ANSELMO SULE FERNANDEZ,23165927,DIPUTADO,6,RENGO,INDEPENDIENTE,0,23165927,Independiente
JORGE FREI TOLEDO,67058143,DIPUTADO,6,OLIVAR,PARTIDO DEMOCRATA CRISTIANO,0,67058143,Nueva Mayoría
CRISTIAN ALEJANDRO PALMA SANHUEZA,8846955,DIPUTADO,6,OLIVAR,INDEPENDIENTE,0,8846955,Independiente
FRANCISCO ALEJANDRO PARRAGUEZ LEIVA,31113000,DIPUTADO,6,MALLOA,PARTIDO IZQUIERDA CIUDADANA DE CHILE,0,31113000,Sin información
PATRICIA ANDREA IBACETA SANTOS,7725493,DIPUTADO,6,SAN FERNANDO,PARTIDO DEMOCRATA CRISTIANO,0,7725493,Nueva Mayoría
VANESSA CABELLO PARADA,1750000,DIPUTADO,6,SAN FERNANDO,UNION DEMOCRATA INDEPENDIENTE,0,1750000,Chile Vamos
SERGIO ARIEL SALAZAR MEZA,27108132,DIPUTADO,6,SAN FERNANDO,PARTIDO SOCIALISTA DE CHILE,0,27108132,Nueva Mayoría
RICARDO ANTONIO LISBOA HENRIQUEZ,1788689,DIPUTADO,6,SAN FERNANDO,PARTIDO HUMANISTA,0,1788689,Frente Amplio
ALEJANDRA SEPULVEDA ORBENES,70429792,DIPUTADO,6,SAN FERNANDO,FEDERACION REGIONALISTA VERDE SOCIAL,0,70429792,Yo Marco por el Cambio
CHRISTIAN ANDRES GONZALEZ GONZALEZ,1499381,DIPUTADO,6,SAN FERNANDO,INDEPENDIENTE,0,1499381,Independiente
ADRIANA ROMAN TAPIA,16886895,DIPUTADO,6,SAN FERNANDO,INDEPENDIENTE,0,16886895,Independiente
SAMUEL FLORES GARRIDO,9836669,DIPUTADO,6,SAN FERNANDO,INDEPENDIENTE,0,9801609,Independiente
MACARENA ZAPATA MARMOLEJO,8893820,DIPUTADO,6,SAN FERNANDO,INDEPENDIENTE,0,8893820,Independiente
COSME MELLADO PINO,31459649,DIPUTADO,6,CHIMBARONGO,PARTIDO RADICAL SOCIALDEMOCRATA,0,31459649,Nueva Mayoría
BENJAMIN ARANEDA GONZALEZ,1384916,DIPUTADO,6,CHIMBARONGO,PARTIDO PROGRESISTA,0,1384916,Yo Marco por el Cambio
MARIA TERESA HUALA MOLINA,1655000,DIPUTADO,6,NANCAGUA,INDEPENDIENTE,0,1655000,Independiente
JUAN CARLOS LATORRE CARMONA,53234258,DIPUTADO,6,SANTA CRUZ,PARTIDO DEMOCRATA CRISTIANO,0,53234258,Nueva Mayoría
SEBASTIAN LLANTEN MORALES,5225463,DIPUTADO,6,SANTA CRUZ,PARTIDO DEMOCRATA CRISTIANO,0,5395660,Nueva Mayoría
CAMILO ARTURO GARCIA DE LA BARRA,15096466,DIPUTADO,6,SANTA CRUZ,PARTIDO RADICAL SOCIALDEMOCRATA,0,15096466,Nueva Mayoría
VICTOR BUSTAMANTE GALAZ,14256114,DIPUTADO,6,SANTA CRUZ,FEDERACION REGIONALISTA VERDE SOCIAL,0,14256114,Yo Marco por el Cambio
CAROLINA ELSA ICELA CUCUMIDES CALDERON,76125216,DIPUTADO,6,PALMILLA,PARTIDO POR LA DEMOCRACIA,0,76125216,Nueva Mayoría
RAMON BARROS MONTERO,85962587,DIPUTADO,6,CHEPICA,UNION DEMOCRATA INDEPENDIENTE,0,85962587,Chile Vamos
JULIO IBARRA MALDONADO,22332369,DIPUTADO,6,PICHILEMU,RENOVACION NACIONAL,0,22332369,Chile Vamos
ALEXANDRA DIAZ MUNOZ,7270258,DIPUTADO,6,PICHILEMU,INDEPENDIENTE,0,7270258,Independiente
MAURICIO BOZA GONZALEZ,25705456,DIPUTADO,6,PAREDONES,RENOVACION NACIONAL,0,25705456,Chile Vamos
HUGO REY MARTINEZ,42177532,DIPUTADO,7,CURICO,RENOVACION NACIONAL,0,42177532,Chile Vamos
ROBERTO LEON RAMIREZ,34126547,DIPUTADO,7,CURICO,PARTIDO DEMOCRATA CRISTIANO,0,34126547,Nueva Mayoría
CELSO MORALES MUNOZ,59223671,DIPUTADO,7,CURICO,UNION DEMOCRATA INDEPENDIENTE,0,59223671,Chile Vamos
MARIA ANTONIETA ROJAS GONZALEZ,2563000,DIPUTADO,7,CURICO,PARTIDO POR LA DEMOCRACIA,0,2563000,Nueva Mayoría
HENRY BERNARD VARAS CONCHA,5829595,DIPUTADO,7,CURICO,PARTIDO POR LA DEMOCRACIA,0,5829595,Nueva Mayoría
JORGE CESPEDES POZO,42559500,DIPUTADO,7,CURICO,PARTIDO SOCIALISTA DE CHILE,0,65448388,Nueva Mayoría
BORIS DURAN REYES,43839687,DIPUTADO,7,CURICO,PARTIDO SOCIALISTA DE CHILE,0,43839687,Nueva Mayoría
JUAN ENRIQUE NORAMBUENA MATUS,14999774,DIPUTADO,7,CURICO,PARTIDO RADICAL SOCIALDEMOCRATA,0,14999774,Nueva Mayoría
LORENA ARELLANO NAVARRO,3452293,DIPUTADO,7,CURICO,PARTIDO PROGRESISTA,0,3452293,Yo Marco por el Cambio
VALERIA ORTEGA CADENA,3183632,DIPUTADO,7,CURICO,REVOLUCION DEMOCRATICA,0,3183632,Frente Amplio
IVAN MORAN MORAN,13436190,DIPUTADO,7,CURICO,PARTIDO LIBERAL DE CHILE,0,13436190,Frente Amplio
JOSE MANUEL ARAYA ARAYA,4334975,DIPUTADO,7,CURICO,PARTIDO PAIS,0,4334975,Yo Marco por el Cambio
ROSA DEL CARMEN RIQUELME ANDRADES,11625136,DIPUTADO,7,CURICO,PARTIDO PAIS,0,11625136,Yo Marco por el Cambio
VIVIANA ALEJANDRA GULPPI RUBIO,1400000,DIPUTADO,7,LICANTEN,PARTIDO IZQUIERDA CIUDADANA DE CHILE,0,1400000,Sin información
GONZALO MONTERO VIVEROS,51458995,DIPUTADO,7,TALCA,RENOVACION NACIONAL,0,51458995,Chile Vamos
PABLO LORENZINI BASSO,51478124,DIPUTADO,7,TALCA,PARTIDO DEMOCRATA CRISTIANO,0,51478124,Nueva Mayoría
PEDRO PABLO ALVAREZ-SALAMANCA RAMIREZ,50921155,DIPUTADO,7,TALCA,UNION DEMOCRATA INDEPENDIENTE,0,50921155,Chile Vamos
ELENA ROJAS ALVARADO,7917843,DIPUTADO,7,TALCA,UNION DEMOCRATA INDEPENDIENTE,0,7926843,Chile Vamos
BEATRIZ VILLENA ROCO,45998880,DIPUTADO,7,TALCA,PARTIDO POR LA DEMOCRACIA,0,45998880,Nueva Mayoría
ALEXIS SEPULVEDA SOTO,54092701,DIPUTADO,7,TALCA,PARTIDO RADICAL SOCIALDEMOCRATA,0,54092101,Nueva Mayoría
MARCELO RIOSECO PAIS,4937046,DIPUTADO,7,TALCA,PARTIDO HUMANISTA,0,4937046,Frente Amplio
NATALIA ALEJANDRA VILLALOBOS CAMPOS,1890000,DIPUTADO,7,TALCA,PARTIDO HUMANISTA,0,1890000,Frente Amplio
IVAN SEPULVEDA SEPULVEDA,3518480,DIPUTADO,7,TALCA,PARTIDO HUMANISTA,0,3518480,Frente Amplio
ELIAS VISTOSO URRUTIA,31277017,DIPUTADO,7,TALCA,PARTIDO EVOLUCION POLITICA,0,31277017,Chile Vamos
NATALY ROJAS SEGUEL,14527536,DIPUTADO,7,TALCA,REVOLUCION DEMOCRATICA,0,14527536,Frente Amplio
MAURICIO ANDRES AGUILERA MUNOZ,1677411,DIPUTADO,7,TALCA,PARTIDO CIUDADANOS,0,1625893,Sumemos
FERNANDO LEAL ARAVENA,15886154,DIPUTADO,7,TALCA,PARTIDO PAIS,0,15886154,Yo Marco por el Cambio
GERMAN VERDUGO SOTO,36753672,DIPUTADO,7,TALCA,INDEPENDIENTE,0,36753672,Independiente
PABLO PRIETO LORCA,64931443,DIPUTADO,7,TALCA,INDEPENDIENTE,0,64931443,Independiente
GABRIELA TORRES PINCHEIRA,12038400,DIPUTADO,7,TALCA,INDEPENDIENTE,0,12038400,Independiente
IVONNE CECILIA SAN LUIS GONZALEZ,3112800,DIPUTADO,7,TALCA,INDEPENDIENTE,0,3112800,Independiente
JUAN HERRERA FUENTES,0,DIPUTADO,7,TALCA,INDEPENDIENTE,0,0,Independiente
JUAN FRANCISCO PULGAR CASTILLO,12995099,DIPUTADO,7,TALCA,INDEPENDIENTE,0,12995099,Independiente
GRACIELA TORRES INOSTROZA,3337750,DIPUTADO,7,PENCAHUE,PARTIDO DEMOCRATA CRISTIANO,0,3333208,Nueva Mayoría
GONZALO EDUARDO JARA ESPINOZA,1760000,DIPUTADO,7,PENCAHUE,PARTIDO CIUDADANOS,0,1760000,Sumemos
ALEJANDRA SUAZO DURAN,23018520,DIPUTADO,7,MAULE,PARTIDO SOCIALISTA DE CHILE,0,23018520,Nueva Mayoría
CARLOS IVAN MUNOZ ARAYA,1035458,DIPUTADO,7,CUREPTO,PARTIDO CIUDADANOS,0,1035458,Sumemos
PAMELA ANDREA VALENZUELA CASTILLO,3941423,DIPUTADO,7,SAN RAFAEL,INDEPENDIENTE,0,3941423,Independiente
FELIPE CISTERNAS SOBARZO,61574103,DIPUTADO,7,LINARES,RENOVACION NACIONAL,0,61574104,Chile Vamos
PABLO GUTIERREZ PAREJA,16389187,DIPUTADO,7,LINARES,PARTIDO DEMOCRATA CRISTIANO,0,16389187,Nueva Mayoría
CLAUDIA ARAVENA LAGOS,18874359,DIPUTADO,7,LINARES,PARTIDO DEMOCRATA CRISTIANO,0,18874359,Nueva Mayoría
ROLANDO RENTERIA MOLLER,54550413,DIPUTADO,7,LINARES,UNION DEMOCRATA INDEPENDIENTE,0,54550413,Chile Vamos
JAIME NARANJO ORTIZ,26007589,DIPUTADO,7,LINARES,PARTIDO SOCIALISTA DE CHILE,0,26007589,Nueva Mayoría
FRANCISCA BASCUNAN PENA,24546537,DIPUTADO,7,LINARES,PARTIDO RADICAL SOCIALDEMOCRATA,0,24546537,Nueva Mayoría
MARIA VERONICA SAAVEDRA HENRIQUEZ,1999200,DIPUTADO,7,LINARES,PARTIDO PROGRESISTA,0,1999200,Yo Marco por el Cambio
CARLOS ALBERTO TILLERIA GOMEZ,6325987,DIPUTADO,7,LINARES,REVOLUCION DEMOCRATICA,0,6325987,Frente Amplio
ALVARO ANDRES ARRIETA LEIVA,1641514,DIPUTADO,7,LINARES,PARTIDO CIUDADANOS,0,1641514,Sumemos
ALEXANDER MITJAEW PANASEWITSCH,768300,DIPUTADO,7,LINARES,INDEPENDIENTE,0,768300,Independiente
SAMUEL JIMENEZ MORAGA,900000,DIPUTADO,7,LINARES,INDEPENDIENTE,0,900000,Independiente
IGNACIO URRUTIA BONILLA,69081716,DIPUTADO,7,PARRAL,UNION DEMOCRATA INDEPENDIENTE,0,69081716,Chile Vamos
GUILLERMO CERONI FUENTES,74364631,DIPUTADO,7,PARRAL,PARTIDO POR LA DEMOCRACIA,0,74364631,Nueva Mayoría
SERGIO CARVAJAL CADIZ,200000,DIPUTADO,7,SAN JAVIER,PARTIDO HUMANISTA,0,200000,Frente Amplio
ALEJANDRA RAMIREZ VERDUGO,41120324,DIPUTADO,7,CAUQUENES,RENOVACION NACIONAL,0,41084866,Chile Vamos
MANUEL MATTA ARAGAY,53402770,DIPUTADO,7,CAUQUENES,PARTIDO DEMOCRATA CRISTIANO,0,53402770,Nueva Mayoría
LILIAN KARINA CANCINO HENRIQUEZ,2526240,DIPUTADO,7,CAUQUENES,REVOLUCION DEMOCRATICA,0,2526240,Frente Amplio
RODOLFO ARANDA VILLANUEVA ,12686596,DIPUTADO,7,CAUQUENES,INDEPENDIENTE,0,12686581,Independiente
PAOLA ANDREA CABEZAS ZUNIGA,19743189,DIPUTADO,7,CAUQUENES,INDEPENDIENTE,0,19743189,Independiente
EUDALDO HERNAN GONZALEZ MANRIQUEZ,1079964,DIPUTADO,7,CHANCO,INDEPENDIENTE,0,1079964,Independiente
HORACIO BORQUEZ CONTI,23340103,DIPUTADO,8,CHILLAN,RENOVACION NACIONAL,0,19754860,Chile Vamos
GRACIELA SUAREZ PEREZ,11089428,DIPUTADO,8,CHILLAN,PARTIDO DEMOCRATA CRISTIANO,0,11089428,Nueva Mayoría
MARCIA ISABEL WALL TORO,2233938,DIPUTADO,8,CHILLAN,PARTIDO DEMOCRATA CRISTIANO,0,2248480,Nueva Mayoría
MARGARITA LETELIER CORTES,50261285,DIPUTADO,8,CHILLAN,UNION DEMOCRATA INDEPENDIENTE,0,50261285,Chile Vamos
GUSTAVO SANHUEZA DUENAS,59898574,DIPUTADO,8,CHILLAN,UNION DEMOCRATA INDEPENDIENTE,0,59898574,Chile Vamos
SOLEDAD TOHA VELOSO ,51098366,DIPUTADO,8,CHILLAN,PARTIDO SOCIALISTA DE CHILE,0,50371156,Nueva Mayoría
CARLOS ABEL JARPA WEVAR,47336114,DIPUTADO,8,CHILLAN,PARTIDO RADICAL SOCIALDEMOCRATA,0,47336114,Nueva Mayoría
FANNY ESTHER ARAYA BAHAMONDE,149112,DIPUTADO,8,CHILLAN,PARTIDO PROGRESISTA,0,149112,Yo Marco por el Cambio
ENRIQUE EDIS JARA RIVERA,3998998,DIPUTADO,8,CHILLAN,PARTIDO IGUALDAD,0,3998998,Frente Amplio
HUGO NEFTALI GUINEZ MARDONES,1702140,DIPUTADO,8,CHILLAN,AMPLITUD,0,1701070,Sumemos
MARIA JOSE RUBILAR ESCANDON,1901780,DIPUTADO,8,CHILLAN,AMPLITUD,0,1901780,Sumemos
CRISTIAN QUIROZ REYES,25619356,DIPUTADO,8,CHILLAN,PARTIDO PAIS,0,25619356,Yo Marco por el Cambio
JOSE LUIS GUZMAN FERNANDEZ,1594274,DIPUTADO,8,CHILLAN,INDEPENDIENTE,0,1594274,Independiente
RICHARD MANUEL PINCHEIRA AEDO,2251150,DIPUTADO,8,CHILLAN,INDEPENDIENTE,0,2251150,Independiente
CRISTOBAL MARTINEZ RAMIREZ,30493535,DIPUTADO,8,CHILLAN,INDEPENDIENTE,0,30493535,Independiente
JAIME TOHA GONZALEZ,80635259,DIPUTADO,8,PINTO,PARTIDO SOCIALISTA DE CHILE,0,80635259,Nueva Mayoría
FRANK SAUERBAUM MUNOZ,63387345,DIPUTADO,8,SAN CARLOS,RENOVACION NACIONAL,0,63387345,Chile Vamos
JORGE JESUS GONZALEZ CASTILLO,8832527,DIPUTADO,8,SAN CARLOS,PARTIDO COMUNISTA DE CHILE,0,8832527,Nueva Mayoría
ROCIO GUZMAN MAGANA,5297948,DIPUTADO,8,SAN CARLOS,AMPLITUD,0,5297948,Sumemos
ALEJANDRA SEPULVEDA RIOS,3331124,DIPUTADO,8,SAN CARLOS,INDEPENDIENTE,0,3330000,Independiente
JULIA TORRES MATAMALA,8026830,DIPUTADO,8,NIQUEN,INDEPENDIENTE,0,8026830,Independiente
MANUEL BELLO NUNEZ,58879640,DIPUTADO,8,SAN NICOLAS,PARTIDO POR LA DEMOCRACIA,0,58879640,Nueva Mayoría
GINA MARIA HIDALGO CANCINO,23813496,DIPUTADO,8,BULNES,PARTIDO SOCIALISTA DE CHILE,0,23813555,Nueva Mayoría
JACQUELINE GUINEZ NUNEZ,44221616,DIPUTADO,8,PEMUCO,RENOVACION NACIONAL,0,44221616,Chile Vamos
GABRIEL TORRES HERMOSILLA,28874965,DIPUTADO,8,CONCEPCION,RENOVACION NACIONAL,0,28874957,Chile Vamos
FRANCESCA MUNOZ GONZALEZ,54446924,DIPUTADO,8,CONCEPCION,RENOVACION NACIONAL,0,54446924,Chile Vamos
JOSE MIGUEL ORTIZ NOVOA,167886016,DIPUTADO,8,CONCEPCION,PARTIDO DEMOCRATA CRISTIANO,0,167886016,Nueva Mayoría
JORGE ULLOA AGUILLON,50261023,DIPUTADO,8,CONCEPCION,UNION DEMOCRATA INDEPENDIENTE,0,50261023,Chile Vamos
ENRIQUE VAN RYSSELBERGHE HERRERA,68121788,DIPUTADO,8,CONCEPCION,UNION DEMOCRATA INDEPENDIENTE,0,68121788,Chile Vamos
RODRIGO DAROCH YANEZ ,19078577,DIPUTADO,8,CONCEPCION,PARTIDO POR LA DEMOCRACIA,0,19078577,Nueva Mayoría
VANIA SALAZAR SALAZAR,34891835,DIPUTADO,8,CONCEPCION,PARTIDO SOCIALISTA DE CHILE,0,34891835,Nueva Mayoría
SANDRA VELASQUEZ PALMA,3164200,DIPUTADO,8,CONCEPCION,PARTIDO HUMANISTA,0,3164200,Frente Amplio
CAMILO RIFFO QUINTANA,13035152,DIPUTADO,8,CONCEPCION,PARTIDO HUMANISTA,0,12999694,Frente Amplio
ELIZABETH MUJICA ZEPEDA,9498789,DIPUTADO,8,CONCEPCION,PARTIDO ECOLOGISTA VERDE,0,9498789,Sin información
XIMENA MARTINA LARENAS HENRIQUEZ,4106100,DIPUTADO,8,CONCEPCION,PARTIDO ECOLOGISTA VERDE,0,4106100,Sin información
RODOLFO RUIZ MEDEL,863197,DIPUTADO,8,CONCEPCION,PARTIDO PROGRESISTA,0,863197,Yo Marco por el Cambio
MAURICIO GONZALO PEREZ DURAN,4089658,DIPUTADO,8,CONCEPCION,PARTIDO IGUALDAD,0,4089658,Frente Amplio
VIVIANA NAVARRO BRAIN,12610712,DIPUTADO,8,CONCEPCION,PARTIDO PAIS,0,12610712,Yo Marco por el Cambio
JORGE EDUARDO AGUAYO CERRO,2365218,DIPUTADO,8,CONCEPCION,PARTIDO PAIS,0,2365218,Yo Marco por el Cambio
DAMARIS ILIA HERNANDEZ MUNOZ,202300,DIPUTADO,8,CONCEPCION,PARTIDO PAIS,0,202300,Yo Marco por el Cambio
DOMINGO MONTECINOS OSSES,1772401,DIPUTADO,8,CONCEPCION,INDEPENDIENTE,0,1772401,Independiente
ELIAS RAMOS MUNOZ,20892675,DIPUTADO,8,CONCEPCION,INDEPENDIENTE,0,20890772,Independiente
CLAUDIA MONJE VIDAL,977075,DIPUTADO,8,CONCEPCION,INDEPENDIENTE,0,977075,Independiente
FERNANDO ANTINAO JELVES,14597103,DIPUTADO,8,PENCO,PARTIDO COMUNISTA DE CHILE,0,14609087,Nueva Mayoría
CARLOS ASTETE ALVAREZ,2704000,DIPUTADO,8,HUALQUI,PARTIDO PROGRESISTA,0,2704000,Yo Marco por el Cambio
ROBERTO ANDRES FRANCESCONI RIQUELME,1875093,DIPUTADO,8,HUALQUI,INDEPENDIENTE,0,1875093,Independiente
SANDRA OLIVA JIMENEZ,3130900,DIPUTADO,8,TOME,PARTIDO IGUALDAD,0,3130900,Frente Amplio
TAMARA BELEN ORTIZ CASTILLO,3130900,DIPUTADO,8,TOME,PARTIDO IGUALDAD,0,3130900,Frente Amplio
LEONIDAS ROMERO SAEZ,31645214,DIPUTADO,8,TALCAHUANO,RENOVACION NACIONAL,0,31645214,Chile Vamos
KARLA ANDREA MUNOZ RAMIREZ,10026960,DIPUTADO,8,TALCAHUANO,PARTIDO DEMOCRATA CRISTIANO,0,10026960,Nueva Mayoría
BERTA BELMAR RUIZ,20549990,DIPUTADO,8,TALCAHUANO,PARTIDO POR LA DEMOCRACIA,0,20550000,Nueva Mayoría
CRISTIAN CAMPOS JARA,40245533,DIPUTADO,8,TALCAHUANO,PARTIDO POR LA DEMOCRACIA,0,40245541,Nueva Mayoría
GASTON SAAVEDRA CHANDIA,80332947,DIPUTADO,8,TALCAHUANO,PARTIDO SOCIALISTA DE CHILE,0,80332947,Nueva Mayoría
JORGE ANDRES BUSTOS MELLADO,6539210,DIPUTADO,8,TALCAHUANO,PARTIDO ECOLOGISTA VERDE,0,6539210,Sin información
HERNAN PINO SEGUEL,15418941,DIPUTADO,8,TALCAHUANO,PARTIDO PROGRESISTA,0,15418941,Yo Marco por el Cambio
MANUEL DAVID LOPEZ CARTES,1951965,DIPUTADO,8,TALCAHUANO,PARTIDO PROGRESISTA,0,1951965,Yo Marco por el Cambio
MACARENA ALEJANDRA AGUSTO RODRIGUEZ,4428721,DIPUTADO,8,TALCAHUANO,PARTIDO MAS REGION,0,4393263,Sin información
MAURICIO SALGADO ROJAS,6622393,DIPUTADO,8,TALCAHUANO,AMPLITUD,0,6620000,Sumemos
MARIA MAGDALENA GONZALEZ REBOLLEDO,2540000,DIPUTADO,8,TALCAHUANO,AMPLITUD,0,2540000,Sumemos
CAROLINA MONSALVES SANHUEZA,1846100,DIPUTADO,8,TALCAHUANO,INDEPENDIENTE,0,1846100,Independiente
CRISTIAN CUEVAS ZAMBRANO,24957023,DIPUTADO,8,CORONEL,PARTIDO HUMANISTA,0,24957023,Frente Amplio
PAOLA DEL CARMEN BUSTOS MATUS,8330921,DIPUTADO,8,CORONEL,PARTIDO MAS REGION,0,8330921,Sin información
FELIPE ALONZO HERNANDEZ VIDAL,4235822,DIPUTADO,8,CORONEL,PARTIDO MAS REGION,0,4200364,Sin información
CARLA CEBALLOS SANTIBANEZ,6904291,DIPUTADO,8,LOTA,INDEPENDIENTE,0,6904291,Independiente
CLAUDIO EGUILUZ RODRIGUEZ,40175911,DIPUTADO,8,SAN PEDRO DE LA PAZ,RENOVACION NACIONAL,0,40175911,Chile Vamos
MARCELO CHAVEZ VELASQUEZ,53249471,DIPUTADO,8,SAN PEDRO DE LA PAZ,PARTIDO DEMOCRATA CRISTIANO,0,53249471,Nueva Mayoría
PATRICIA SALDIAS CARRENO,9516331,DIPUTADO,8,SAN PEDRO DE LA PAZ,PARTIDO DEMOCRATA CRISTIANO,0,9466659,Nueva Mayoría
CLAUDIA HURTADO ESPINOZA,21877754,DIPUTADO,8,SAN PEDRO DE LA PAZ,UNION DEMOCRATA INDEPENDIENTE,0,21877754,Chile Vamos
LORETO MUNOZ GUTIERREZ,17705867,DIPUTADO,8,SAN PEDRO DE LA PAZ,PARTIDO HUMANISTA,0,17705867,Frente Amplio
FELIX GONZALEZ GATICA,36545319,DIPUTADO,8,SAN PEDRO DE LA PAZ,PARTIDO ECOLOGISTA VERDE,0,36545319,Sin información
RAQUEL REBOLLEDO FLORES,3859609,DIPUTADO,8,SAN PEDRO DE LA PAZ,PARTIDO ECOLOGISTA VERDE,0,3859609,Sin información
PAULA OPAZO NOVA,6795763,DIPUTADO,8,SAN PEDRO DE LA PAZ,PARTIDO ECOLOGISTA VERDE,0,6795763,Sin información
FRANCESCA PARODI OPPLIGER,42278883,DIPUTADO,8,SAN PEDRO DE LA PAZ,PARTIDO EVOLUCION POLITICA,0,42278883,Chile Vamos
JOANNA PEREZ OLEA,66608297,DIPUTADO,8,CHIGUAYANTE,PARTIDO DEMOCRATA CRISTIANO,0,66608297,Nueva Mayoría
IVAN NORAMBUENA FARIAS,69490508,DIPUTADO,8,CHIGUAYANTE,UNION DEMOCRATA INDEPENDIENTE,0,69490508,Chile Vamos
SERGIO BOBADILLA MUNOZ,56525909,DIPUTADO,8,CHIGUAYANTE,UNION DEMOCRATA INDEPENDIENTE,0,56525909,Chile Vamos
VICTORIA INES FARINA CONCHA,17572209,DIPUTADO,8,CHIGUAYANTE,PARTIDO COMUNISTA DE CHILE,0,17572209,Nueva Mayoría
LILY ONATE MUNOZ,14732720,DIPUTADO,8,CHIGUAYANTE,PARTIDO RADICAL SOCIALDEMOCRATA,0,12716296,Nueva Mayoría
MARIO JARA ESCOBAR,10142997,DIPUTADO,8,CHIGUAYANTE,PARTIDO PROGRESISTA,0,10142997,Yo Marco por el Cambio
BALDRAMINA DEL CARMEN HENRIQUEZ COFRE,4193263,DIPUTADO,8,CHIGUAYANTE,PARTIDO MAS REGION,0,4193263,Sin información
JOSE ALEXIS LARA FLORES,4335521,DIPUTADO,8,CHIGUAYANTE,PARTIDO MAS REGION,0,4335521,Sin información
MIGUEL ANGEL PEZO MORALES,35458,DIPUTADO,8,CHIGUAYANTE,AMPLITUD,0,250000,Sumemos
